Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
27,ID-SU,Sumatera Utara,0,1,0,-1,1,2,0,-1,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.07,0.13,0.01,200.00%,0.00%,1.00,
28,ID-AC,Aceh,1,0,0,1,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,0.95,0.00,0.00,0.00,0.00%,0.00%,0.33,1.00
28,ID-BA,Bali,0,0,0,0,2,2,3,-3,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,0.47,0.00,0.47,0.05,100.00%,150.00%,1.00,1.00
28,ID-BT,Banten,10,2,7,1,41,23,141,-123,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.93,3.82,0.19,2.15,0.21,56.10%,343.90%,0.40,1.00
28,ID-JK,DKI Jakarta,48,9,9,30,279,79,78,122,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,4.43,25.72,0.83,7.28,0.73,28.32%,27.96%,0.65,1.29
28,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,2,0,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,1.10,0.00,0.55,0.06,50.00%,50.00%,0.00,1.00
28,IDN,Indonesia,109,15,13,81,1155,102,59,994,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.41,4.36,0.06,0.38,0.04,8.83%,5.11%,0.71,1.67
28,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
28,ID-JB,Jawa Barat,19,3,1,15,106,24,22,60,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.42,2.35,0.07,0.53,0.05,22.64%,20.75%,1.19,1.00
28,ID-JT,Jawa Tengah,15,2,2,11,75,16,20,39,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.41,2.06,0.05,0.44,0.04,21.33%,26.67%,1.88,2.00
28,ID-JI,Jawa Timur,14,2,2,10,97,40,218,-161,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.35,2.40,0.05,0.99,0.10,41.24%,224.74%,4.67,2.00
28,ID-KT,Kalimantan Tengah,1,0,0,1,3,1,39,-37,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,1.17,0.00,0.39,0.04,33.33%,1300.00%,,1.00
28,ID-KI,Kalimantan Timur,5,0,0,5,13,0,2,11,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.41,3.66,0.00,0.00,0.00,0.00%,15.38%,,1.00
28,ID-KU,Kalimantan Utara,2,0,0,2,2,0,0,2,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,3.08,3.08,0.00,0.00,0.00,0.00%,0.00%,,
28,ID-KR,Kepulauan Riau,1,0,2,-1,2,1,2,-1,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,1.04,0.00,0.52,0.05,50.00%,100.00%,,1.00
28,ID-LA,Lampung,0,0,0,0,3,1,0,2,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,0.33,0.00,0.11,0.01,33.33%,0.00%,0.00,1.00
28,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
28,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00,0.00%,200.00%,1.00,1.00
28,ID-PA,Papua,0,0,0,0,6,1,1,4,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,1.38,0.00,0.23,0.02,16.67%,16.67%,1.00,1.00
28,ID-PB,Papua Barat,0,0,0,0,2,1,0,1,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,0.09,50.00%,0.00%,0.00,1.00
28,ID-RI,Riau,0,0,0,0,2,0,3,-1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,0.33,0.00,0.00,0.00,0.00%,150.00%,1.00,1.00
28,ID-SR,Sulawesi Barat,1,0,0,1,1,0,0,1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,0.64,0.00,0.00,0.00,0.00%,0.00%,,
28,ID-SN,Sulawesi Selatan,3,0,0,3,32,1,1,30,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.32,3.39,0.00,0.11,0.01,3.13%,3.13%,1.50,1.00
28,ID-ST,Sulawesi Tengah,1,0,0,1,2,0,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,0.68,0.00,0.00,0.00,0.00%,0.00%,,1.00
28,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
28,ID-SA,Sulawesi Utara,0,0,0,0,1,0,1,0,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,0.38,0.00,0.00,0.00,0.00%,100.00%,1.00,1.00
28,ID-SB,Sumatera Barat,0,0,0,0,5,0,1,4,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,0.91,0.00,0.00,0.00,0.00%,20.00%,0.00,1.00
28,ID-SS,Sumatera Selatan,1,0,0,1,2,2,1,-1,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.12,0.24,0.00,0.24,0.02,100.00%,50.00%,,1.00
28,ID-SU,Sumatera Utara,0,0,0,0,1,2,0,-1,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.13,0.01,200.00%,0.00%,1.00,0.00
29,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00,0.00%,0.00%,0.00,1.00
29,ID-BA,Bali,1,0,0,1,3,2,3,-2,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.24,0.71,0.00,0.47,0.05,66.67%,100.00%,,1.00
29,ID-BT,Banten,2,2,2,-2,43,25,143,-125,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.19,4.01,0.19,2.33,0.23,58.14%,332.56%,0.20,1.00
29,ID-JK,DKI Jakarta,52,10,0,42,331,89,78,164,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,4.79,30.52,0.92,8.21,0.82,26.89%,23.56%,1.08,1.11
29,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,2,0,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.00,1.10,0.00,0.55,0.06,50.00%,50.00%,1.00,1.00
29,IDN,Indonesia,130,12,5,113,1285,114,64,1107,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.49,4.85,0.05,0.43,0.04,8.87%,4.98%,1.19,0.80
29,ID-JA,Jambi,0,0,0,0,1,0,0,1,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,0.29,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
29,ID-JB,Jawa Barat,27,3,3,21,133,27,25,81,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.60,2.94,0.07,0.60,0.06,20.30%,18.80%,1.42,1.00
29,ID-JT,Jawa Tengah,11,3,0,8,86,19,20,47,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.30,2.36,0.08,0.52,0.05,22.09%,23.26%,0.73,1.50
29,ID-JI,Jawa Timur,12,1,28,-17,109,41,246,-178,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.30,2.69,0.02,1.01,0.10,37.61%,225.69%,0.86,0.50
29,ID-KB,Kalimantan Barat,7,0,2,5,7,2,5,0,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.29,1.29,0.00,0.37,0.04,28.57%,71.43%,,
29,ID-KT,Kalimantan Tengah,0,0,0,0,3,1,39,-37,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,1.17,0.00,0.39,0.04,33.33%,1300.00%,0.00,1.00
29,ID-KI,Kalimantan Timur,0,0,0,0,13,0,2,11,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,3.66,0.00,0.00,0.00,0.00%,15.38%,0.00,1.00
29,ID-KU,Kalimantan Utara,0,0,0,0,2,0,0,2,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,3.08,0.00,0.00,0.00,0.00%,0.00%,0.00,1.00
29,ID-KR,Kepulauan Riau,0,0,0,0,2,1,2,-1,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,1.04,0.00,0.52,0.05,50.00%,100.00%,0.00,1.00
29,ID-LA,Lampung,0,0,0,0,3,1,0,2,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,0.33,0.00,0.11,0.01,33.33%,0.00%,1.00,1.00
29,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
29,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00,0.00%,200.00%,1.00,1.00
29,ID-PA,Papua,2,0,0,2,8,1,1,6,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.46,1.84,0.00,0.23,0.02,12.50%,12.50%,,1.00
29,ID-PB,Papua Barat,0,0,0,0,2,1,0,1,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,0.09,50.00%,0.00%,1.00,1.00
29,ID-RI,Riau,1,0,0,1,3,0,3,0,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,0.49,0.00,0.00,0.00,0.00%,100.00%,,1.00
29,ID-SR,Sulawesi Barat,0,0,0,0,1,0,0,1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,0.64,0.00,0.00,0.00,0.00%,0.00%,0.00,1.00
29,ID-SN,Sulawesi Selatan,15,0,0,15,47,1,1,45,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.59,4.99,0.00,0.11,0.01,2.13%,2.13%,5.00,1.00
29,ID-ST,Sulawesi Tengah,0,0,0,0,2,0,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,0.68,0.00,0.00,0.00,0.00%,0.00%,0.00,1.00
29,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
29,ID-SA,Sulawesi Utara,0,0,0,0,1,0,1,0,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,0.38,0.00,0.00,0.00,0.00%,100.00%,1.00,1.00
29,ID-SB,Sumatera Barat,0,0,0,0,5,0,1,4,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.00,0.91,0.00,0.00,0.00,0.00%,20.00%,1.00,1.00
29,ID-SS,Sumatera Selatan,0,0,0,0,2,2,1,-1,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,0.24,0.00,0.24,0.02,100.00%,50.00%,0.00,1.00
29,ID-SU,Sumatera Utara,0,0,0,0,1,2,0,-1,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,0.07,0.00,0.13,0.01,200.00%,0.00%,1.00,1.00
30,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
30,ID-BA,Bali,9,0,0,9,12,2,3,7,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.13,2.85,0.00,0.47,0.05,16.67%,25.00%,9.00,1.00
30,ID-BT,Banten,22,0,3,19,65,25,146,-106,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.05,6.06,0.00,2.33,0.23,38.46%,224.62%,11.00,0.00
30,ID-JK,DKI Jakarta,33,7,0,26,364,96,78,190,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,3.04,33.56,0.65,8.85,0.89,26.37%,21.43%,0.63,0.70
30,ID-YO,Daerah Istimewa Yogyakarta,2,0,1,1,6,2,3,1,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.55,1.65,0.00,0.55,0.06,33.33%,50.00%,,1.00
30,IDN,Indonesia,129,8,11,110,1414,122,75,1217,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.49,5.33,0.03,0.46,0.05,8.63%,5.30%,0.99,0.67
30,ID-JA,Jambi,1,0,0,1,2,0,0,2,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,0.57,0.00,0.00,0.00,0.00%,0.00%,,1.00
30,ID-JB,Jawa Barat,19,3,5,11,152,30,30,92,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.42,3.37,0.07,0.66,0.07,19.74%,19.74%,0.70,1.00
30,ID-JT,Jawa Tengah,17,1,1,15,103,20,21,62,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.47,2.83,0.03,0.55,0.05,19.42%,20.39%,1.55,0.33
30,ID-JI,Jawa Timur,7,2,0,5,116,43,246,-173,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.17,2.87,0.05,1.06,0.11,37.07%,212.07%,0.58,2.00
30,ID-KB,Kalimantan Barat,1,0,0,1,8,2,5,1,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.18,1.48,0.00,0.37,0.04,25.00%,62.50%,0.14,1.00
30,ID-KS,Kalimantan Selatan,5,0,0,5,5,0,0,5,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,1.24,1.24,0.00,0.00,0.00,0.00%,0.00%,,
30,ID-KT,Kalimantan Tengah,0,0,0,0,3,1,39,-37,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,1.17,0.00,0.39,0.04,33.33%,1300.00%,1.00,1.00
30,ID-KI,Kalimantan Timur,0,0,0,0,13,0,2,11,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.00,3.66,0.00,0.00,0.00,0.00%,15.38%,1.00,1.00
30,ID-KU,Kalimantan Utara,0,0,0,0,2,0,0,2,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,3.08,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
30,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,1,0,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,0.72,0.00,0.00,0.00,0.00%,0.00%,,
30,ID-KR,Kepulauan Riau,2,2,0,0,4,3,2,-1,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,2.07,1.04,1.55,0.16,75.00%,50.00%,,
30,ID-LA,Lampung,4,1,0,3,7,2,0,5,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.44,0.77,0.11,0.22,0.02,28.57%,0.00%,,
30,ID-MA,Maluku,0,0,0,0,1,0,0,1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,0.54,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
30,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,0.76,0.00,0.00,0.00,0.00%,200.00%,1.00,1.00
30,ID-PA,Papua,0,0,0,0,8,1,1,6,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,1.84,0.00,0.23,0.02,12.50%,12.50%,0.00,1.00
30,ID-PB,Papua Barat,0,0,0,0,2,1,0,1,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,1.75,0.00,0.88,0.09,50.00%,0.00%,1.00,1.00
30,ID-RI,Riau,1,0,0,1,4,0,3,1,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,0.66,0.00,0.00,0.00,0.00%,75.00%,1.00,1.00
30,ID-SR,Sulawesi Barat,0,0,0,0,1,0,0,1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,0.64,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
30,ID-SN,Sulawesi Selatan,4,2,0,2,51,3,1,47,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.42,5.41,0.21,0.32,0.03,5.88%,1.96%,0.27,
30,ID-ST,Sulawesi Tengah,0,0,0,0,2,0,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,0.68,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
30,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,1.14,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
30,ID-SA,Sulawesi Utara,0,0,0,0,1,0,1,0,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,0.38,0.00,0.00,0.00,0.00%,100.00%,1.00,1.00
30,ID-SB,Sumatera Barat,3,0,0,3,8,0,1,7,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.54,1.45,0.00,0.00,0.00,0.00%,12.50%,,1.00
30,ID-SS,Sumatera Selatan,0,0,0,0,2,2,1,-1,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,0.24,0.00,0.24,0.02,100.00%,50.00%,1.00,1.00
30,ID-SU,Sumatera Utara,6,0,0,6,7,2,0,5,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.40,0.47,0.00,0.13,0.01,28.57%,0.00%,,1.00
31,ID-AC,Aceh,0,0,0,0,5,0,0,5,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,0.95,0.00,0.00,0.00,0.00%,0.00%,1.00,1.00
31,ID-BA,Bali,0,0,1,-1,12,2,4,6,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.00,2.85,0.00,0.47,0.05,16.67%,33.33%,0.00,1.00
31,ID-BT,Banten,14,2,1,11,79,27,147,-95,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.31,7.37,0.19,2.52,0.25,34.18%,186.08%,0.64,
31,ID-BE,Bengkulu,1,1,0,0,1,1,1,-1,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,0.50,0.50,0.50,0.05,100.00%,100.00%,,
31,ID-JK,DKI Jakarta,44,10,0,34,408,106,78,224,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,4.06,37.62,0.92,9.77,0.98,25.98%,19.12%,1.33,1.43
31,ID-YO,Daerah Istimewa Yogyakarta,5,0,0,5,11,2,3,6,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,1.38,3.03,0.00,0.55,0.06,18.18%,27.27%,2.50,1.00
31,IDN,Indonesia,114,14,6,94,1528,136,81,1311,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.43,5.76,0.05,0.51,0.05,8.90%,5.30%,0.88,1.75
